Date & Time,Humidity,Temperature,Fahrenheit,No of Occupant
[2022-11-22 08:51:07.712] ,51.2,19.3,66.74,0
[2022-11-22 08:51:08.719] ,51.2,19.3,66.74,0
[2022-11-22 08:51:09.723] ,51.2,19.3,66.74,0
[2022-11-22 08:51:10.730] ,51.2,19.3,66.74,0
[2022-11-22 08:51:11.733] ,51.2,19.3,66.74,0
[2022-11-22 08:51:12.741] ,51.2,19.3,66.74,0
[2022-11-22 08:51:13.744] ,51.2,19.3,66.74,0
[2022-11-22 08:51:14.752] ,51.2,19.3,66.74,0
[2022-11-22 08:51:15.751] ,51.2,19.3,66.74,0
[2022-11-22 08:51:16.763] ,51.2,19.3,66.74,0
[2022-11-22 08:51:17.762] ,51.2,19.3,66.74,0
[2022-11-22 08:51:18.769] ,51.2,19.3,66.74,0
[2022-11-22 08:51:19.773] ,51.2,19.3,66.74,0
[2022-11-22 08:51:20.781] ,51.2,19.3,66.74,0
[2022-11-22 08:51:21.784] ,51.2,19.3,66.74,0
[2022-11-22 08:51:22.792] ,51.2,19.3,66.74,0
[2022-11-22 08:51:23.796] ,51.2,19.3,66.74,0
[2022-11-22 08:51:24.803] ,51.2,19.3,66.74,0
[2022-11-22 08:51:25.806] ,51.2,19.3,66.74,0
[2022-11-22 08:51:26.814] ,51.2,19.3,66.74,0
[2022-11-22 08:51:27.813] ,51.2,19.3,66.74,0
[2022-11-22 08:51:28.827] ,51.2,19.3,66.74,0
[2022-11-22 08:51:29.826] ,51.2,19.3,66.74,0
[2022-11-22 08:51:30.832] ,51.2,19.3,66.74,0
[2022-11-22 08:51:31.835] ,51.2,19.3,66.74,0
[2022-11-22 08:51:32.843] ,51.2,19.3,66.74,0
[2022-11-22 08:51:33.846] ,51.2,19.3,66.74,0
[2022-11-22 08:51:34.854] ,51.2,19.3,66.74,0
[2022-11-22 08:51:35.857] ,51.2,19.3,66.74,0
[2022-11-22 08:51:36.865] ,51.2,19.3,66.74,0
[2022-11-22 08:51:37.866] ,51.2,19.3,66.74,0
[2022-11-22 08:51:38.876] ,51.2,19.3,66.74,0
[2022-11-22 08:51:39.875] ,51.2,19.3,66.74,0
[2022-11-22 08:51:40.888] ,51.2,19.3,66.74,0
[2022-11-22 08:51:41.886] ,51.2,19.3,66.74,0
[2022-11-22 08:51:42.895] ,51.2,19.3,66.74,0
[2022-11-22 08:51:43.898] ,51.2,19.3,66.74,0
[2022-11-22 08:51:44.905] ,51.2,19.3,66.74,0
[2022-11-22 08:51:45.908] ,51.2,19.3,66.74,0
[2022-11-22 08:51:46.916] ,51.2,19.3,66.74,0
[2022-11-22 08:51:47.919] ,51.2,19.3,66.74,0
[2022-11-22 08:51:48.928] ,51.2,19.3,66.74,0
[2022-11-22 08:51:49.931] ,51.2,19.3,66.74,0
[2022-11-22 08:51:50.938] ,51.2,19.3,66.74,0
[2022-11-22 08:51:51.941] ,51.2,19.3,66.74,0
[2022-11-22 08:51:52.949] ,51.2,19.3,66.74,0
[2022-11-22 08:51:53.948] ,51.2,19.3,66.74,0
[2022-11-22 08:51:54.961] ,51.2,19.3,66.74,0
[2022-11-22 08:51:55.959] ,51.2,19.3,66.74,0
[2022-11-22 08:51:56.967] ,51.2,19.3,66.74,0
[2022-11-22 08:51:57.970] ,51.2,19.3,66.74,0
[2022-11-22 08:51:58.978] ,51.2,19.3,66.74,0
[2022-11-22 08:51:59.981] ,51.2,19.3,66.74,0
[2022-11-22 08:52:00.991] ,51.2,19.3,66.74,0
[2022-11-22 08:52:01.993] ,51.2,19.3,66.74,0
[2022-11-22 08:52:03.001] ,51.2,19.3,66.74,0
[2022-11-22 08:52:03.999] ,51.2,19.3,66.74,0
[2022-11-22 08:52:05.011] ,51.2,19.3,66.74,0
[2022-11-22 08:52:06.011] ,51.2,19.3,66.74,0
[2022-11-22 08:52:07.017] ,51.2,19.3,66.74,0
[2022-11-22 08:52:08.021] ,51.2,19.3,66.74,0
[2022-11-22 08:52:09.029] ,51.2,19.3,66.74,0
[2022-11-22 08:52:10.032] ,51.2,19.3,66.74,0
[2022-11-22 08:52:11.040] ,51.2,19.3,66.74,0
[2022-11-22 08:52:12.043] ,51.2,19.3,66.74,0
[2022-11-22 08:52:13.051] ,51.2,19.3,66.74,0
[2022-11-22 08:52:14.054] ,51.2,19.3,66.74,0
[2022-11-22 08:52:15.061] ,51.2,19.3,66.74,0
[2022-11-22 08:52:16.061] ,51.2,19.3,66.74,0
[2022-11-22 08:52:17.074] ,51.2,19.3,66.74,0
[2022-11-22 08:52:18.072] ,51.2,19.3,66.74,0
[2022-11-22 08:52:19.080] ,51.2,19.3,66.74,0
[2022-11-22 08:52:20.083] ,51.2,19.3,66.74,0
[2022-11-22 08:52:21.091] ,51.2,19.3,66.74,0
[2022-11-22 08:52:22.094] ,51.2,19.3,66.74,0
[2022-11-22 08:52:23.101] ,51.2,19.3,66.74,0
[2022-11-22 08:52:24.105] ,51.2,19.3,66.74,0
[2022-11-22 08:52:25.113] ,51.2,19.3,66.74,0
[2022-11-22 08:52:26.116] ,51.2,19.3,66.74,0
[2022-11-22 08:52:27.124] ,51.2,19.3,66.74,0
[2022-11-22 08:52:28.127] ,51.2,19.3,66.74,0
[2022-11-22 08:52:29.135] ,51.2,19.3,66.74,0
[2022-11-22 08:52:30.135] ,51.2,19.3,66.74,0
[2022-11-22 08:52:31.145] ,51.2,19.3,66.74,0
[2022-11-22 08:52:32.145] ,51.2,19.3,66.74,0
[2022-11-22 08:52:33.153] ,51.2,19.3,66.74,0
[2022-11-22 08:52:34.157] ,51.2,19.3,66.74,0
[2022-11-22 08:52:35.164] ,51.2,19.3,66.74,0
[2022-11-22 08:52:36.168] ,51.2,19.3,66.74,0
[2022-11-22 08:52:37.175] ,51.2,19.3,66.74,0
[2022-11-22 08:52:38.178] ,51.2,19.3,66.74,0
[2022-11-22 08:52:39.186] ,51.2,19.3,66.74,0
[2022-11-22 08:52:40.190] ,51.2,19.3,66.74,0
[2022-11-22 08:52:41.197] ,51.2,19.3,66.74,0
[2022-11-22 08:52:42.196] ,51.2,19.3,66.74,0
[2022-11-22 08:52:43.208] ,51.2,19.3,66.74,0
[2022-11-22 08:52:44.207] ,51.2,19.3,66.74,0
[2022-11-22 08:52:45.214] ,51.2,19.3,66.74,0
[2022-11-22 08:52:47.824] ,51.2,19.3,66.74,0
[2022-11-22 08:52:47.826] ,51.2,19.3,66.74,0
[2022-11-22 08:52:48.229] ,51.2,19.3,66.74,0
[2022-11-22 08:52:49.237] ,51.2,19.3,66.74,0
[2022-11-22 08:52:50.240] ,51.2,19.3,66.74,0
[2022-11-22 08:52:51.248] ,51.2,19.3,66.74,0
[2022-11-22 08:52:52.251] ,51.2,19.3,66.74,0
[2022-11-22 08:52:53.259] ,51.2,19.3,66.74,0
[2022-11-22 08:52:54.258] ,51.2,19.3,66.74,0
[2022-11-22 08:52:55.270] ,51.2,19.3,66.74,0
[2022-11-22 08:52:56.269] ,51.2,19.3,66.74,0
[2022-11-22 08:52:57.276] ,51.2,19.3,66.74,0
[2022-11-22 08:52:58.280] ,51.2,19.3,66.74,0
[2022-11-22 08:52:59.288] ,51.2,19.3,66.74,0
[2022-11-22 08:53:00.292] ,51.2,19.3,66.74,0
[2022-11-22 08:53:01.299] ,51.2,19.3,66.74,0
[2022-11-22 08:53:02.302] ,51.2,19.3,66.74,0
[2022-11-22 08:53:03.310] ,51.2,19.3,66.74,0
[2022-11-22 08:53:04.310] ,51.2,19.3,66.74,0
[2022-11-22 08:53:05.321] ,51.2,19.3,66.74,0
[2022-11-22 08:53:06.321] ,51.2,19.3,66.74,0
[2022-11-22 08:53:07.328] ,51.2,19.3,66.74,0
[2022-11-22 08:53:08.332] ,51.2,19.3,66.74,0
[2022-11-22 08:53:09.339] ,51.2,19.3,66.74,0
[2022-11-22 08:53:10.343] ,51.2,19.3,66.74,0
[2022-11-22 08:53:11.350] ,51.2,19.3,66.74,0
[2022-11-22 08:53:12.354] ,51.2,19.3,66.74,0
[2022-11-22 08:53:13.362] ,51.2,19.3,66.74,0
[2022-11-22 08:53:14.365] ,51.2,19.3,66.74,0
[2022-11-22 08:53:15.373] ,51.2,19.3,66.74,0
[2022-11-22 08:53:16.376] ,51.2,19.3,66.74,0
[2022-11-22 08:53:17.383] ,51.2,19.3,66.74,0
[2022-11-22 08:53:18.383] ,51.2,19.3,66.74,0
[2022-11-22 08:53:19.395] ,51.2,19.3,66.74,0
[2022-11-22 08:53:20.394] ,51.2,19.3,66.74,0
[2022-11-22 08:53:21.402] ,51.2,19.3,66.74,0
[2022-11-22 08:53:22.405] ,51.2,19.3,66.74,0
[2022-11-22 08:53:23.412] ,51.2,19.3,66.74,0
[2022-11-22 08:53:24.417] ,51.2,19.3,66.74,0
[2022-11-22 08:53:25.424] ,51.2,19.3,66.74,0
[2022-11-22 08:53:26.427] ,51.2,19.3,66.74,0
[2022-11-22 08:53:27.436] ,51.2,19.3,66.74,0
[2022-11-22 08:53:28.439] ,51.2,19.3,66.74,0
[2022-11-22 08:53:29.446] ,51.2,19.3,66.74,0
[2022-11-22 08:53:30.446] ,51.2,19.3,66.74,0
[2022-11-22 08:53:31.459] ,51.2,19.3,66.74,0
[2022-11-22 08:53:32.456] ,51.2,19.3,66.74,0
[2022-11-22 08:53:33.465] ,51.2,19.3,66.74,0
[2022-11-22 08:53:34.468] ,51.2,19.3,66.74,0
[2022-11-22 08:53:35.476] ,51.2,19.3,66.74,0
[2022-11-22 08:53:36.480] ,51.2,19.3,66.74,0
[2022-11-22 08:53:37.486] ,51.2,19.3,66.74,0
[2022-11-22 08:53:38.490] ,51.2,19.3,66.74,0
[2022-11-22 08:53:39.498] ,51.2,19.3,66.74,0
[2022-11-22 08:53:40.502] ,51.2,19.3,66.74,0
[2022-11-22 08:53:41.509] ,51.2,19.3,66.74,0
[2022-11-22 08:53:42.513] ,51.2,19.3,66.74,0
[2022-11-22 08:53:43.520] ,51.2,19.3,66.74,0
[2022-11-22 08:53:44.519] ,51.2,19.3,66.74,0
[2022-11-22 08:53:45.532] ,51.2,19.3,66.74,0
[2022-11-22 08:53:46.531] ,51.2,19.3,66.74,0
[2022-11-22 08:53:47.537] ,51.2,19.3,66.74,0
[2022-11-22 08:53:48.543] ,51.2,19.3,66.74,0
[2022-11-22 08:53:49.549] ,51.2,19.3,66.74,0
[2022-11-22 08:53:50.553] ,51.2,19.3,66.74,0
[2022-11-22 08:53:51.560] ,51.2,19.3,66.74,0
[2022-11-22 08:53:52.564] ,51.2,19.3,66.74,0
[2022-11-22 08:53:53.572] ,51.2,19.3,66.74,0
[2022-11-22 08:53:54.575] ,51.2,19.3,66.74,0
[2022-11-22 08:53:55.582] ,51.2,19.3,66.74,0
[2022-11-22 08:53:56.582] ,51.2,19.3,66.74,0
[2022-11-22 08:53:57.594] ,51.2,19.3,66.74,0
[2022-11-22 08:53:58.593] ,51.2,19.3,66.74,0
[2022-11-22 08:53:59.600] ,51.2,19.3,66.74,0
[2022-11-22 08:54:00.604] ,51.2,19.3,66.74,0
[2022-11-22 08:54:01.611] ,51.2,19.3,66.74,0
[2022-11-22 08:54:02.615] ,51.2,19.3,66.74,0
[2022-11-22 08:54:03.622] ,51.2,19.3,66.74,0
[2022-11-22 08:54:04.627] ,51.2,19.3,66.74,0
[2022-11-22 08:54:05.634] ,51.2,19.3,66.74,0
[2022-11-22 08:54:06.637] ,51.2,19.3,66.74,0
[2022-11-22 08:54:07.646] ,51.2,19.3,66.74,0
[2022-11-22 08:54:08.644] ,51.2,19.3,66.74,0
[2022-11-22 08:54:09.656] ,51.2,19.3,66.74,0
[2022-11-22 08:54:10.656] ,51.2,19.3,66.74,0
[2022-11-22 08:54:11.668] ,51.2,19.3,66.74,0
[2022-11-22 08:54:12.666] ,51.2,19.3,66.74,0
[2022-11-22 08:54:13.674] ,51.2,19.3,66.74,0
[2022-11-22 08:54:14.677] ,51.2,19.3,66.74,0
[2022-11-22 08:54:15.685] ,51.2,19.3,66.74,0
[2022-11-22 08:54:16.689] ,51.2,19.3,66.74,0
[2022-11-22 08:54:17.696] ,51.2,19.3,66.74,0
[2022-11-22 08:54:18.703] ,51.2,19.3,66.74,0
[2022-11-22 08:54:19.707] ,51.2,19.3,66.74,0
[2022-11-22 08:54:20.711] ,51.2,19.3,66.74,0
[2022-11-22 08:54:21.718] ,51.2,19.3,66.74,0
[2022-11-22 08:54:22.718] ,51.2,19.3,66.74,0
[2022-11-22 08:54:23.730] ,51.2,19.3,66.74,0
[2022-11-22 08:54:24.729] ,51.2,19.3,66.74,0
[2022-11-22 08:54:25.736] ,51.2,19.3,66.74,0
[2022-11-22 08:54:26.740] ,51.2,19.3,66.74,0
[2022-11-22 08:54:27.748] ,51.2,19.3,66.74,0
[2022-11-22 08:54:28.752] ,51.2,19.3,66.74,0
[2022-11-22 08:54:29.759] ,51.2,19.3,66.74,0
[2022-11-22 08:54:30.762] ,51.2,19.3,66.74,0
[2022-11-22 08:54:31.770] ,51.2,19.3,66.74,0
[2022-11-22 08:54:32.776] ,51.2,19.3,66.74,0
[2022-11-22 08:54:33.782] ,51.2,19.3,66.74,0
[2022-11-22 08:54:34.781] ,51.2,19.3,66.74,0
[2022-11-22 08:54:35.793] ,51.2,19.3,66.74,0
[2022-11-22 08:54:36.792] ,51.2,19.3,66.74,0
[2022-11-22 08:54:37.799] ,51.2,19.3,66.74,0
[2022-11-22 08:54:38.803] ,51.2,19.3,66.74,0
[2022-11-22 08:54:39.810] ,51.2,19.3,66.74,0
[2022-11-22 08:54:40.814] ,51.2,19.3,66.74,0
[2022-11-22 08:54:41.822] ,51.2,19.3,66.74,0
[2022-11-22 08:54:42.825] ,51.2,19.3,66.74,0
[2022-11-22 08:54:43.832] ,51.2,19.3,66.74,0
[2022-11-22 08:54:44.835] ,51.2,19.3,66.74,0
[2022-11-22 08:54:45.844] ,51.2,19.3,66.74,0
[2022-11-22 08:54:46.843] ,51.2,19.3,66.74,0
[2022-11-22 08:54:47.854] ,51.2,19.3,66.74,0
[2022-11-22 08:54:48.855] ,51.2,19.3,66.74,0
[2022-11-22 08:54:49.862] ,51.2,19.3,66.74,0
[2022-11-22 08:54:50.865] ,51.2,19.3,66.74,0
[2022-11-22 08:54:51.873] ,51.2,19.3,66.74,0
[2022-11-22 08:54:52.876] ,51.2,19.3,66.74,0
[2022-11-22 08:54:53.883] ,51.2,19.3,66.74,0
[2022-11-22 08:54:54.887] ,51.2,19.3,66.74,0
[2022-11-22 08:54:55.895] ,51.2,19.3,66.74,0
[2022-11-22 08:54:56.898] ,51.2,19.3,66.74,0
[2022-11-22 08:54:57.907] ,51.2,19.3,66.74,0
[2022-11-22 08:54:58.906] ,51.2,19.3,66.74,0
[2022-11-22 08:54:59.917] ,51.2,19.3,66.74,0
[2022-11-22 08:55:00.916] ,51.2,19.3,66.74,0
[2022-11-22 08:55:01.924] ,51.2,19.3,66.74,0
[2022-11-22 08:55:02.927] ,51.2,19.3,66.74,0
[2022-11-22 08:55:03.935] ,51.2,19.3,66.74,0
[2022-11-22 08:55:04.938] ,51.2,19.3,66.74,0
[2022-11-22 08:55:05.947] ,51.2,19.3,66.74,0
[2022-11-22 08:55:06.949] ,51.2,19.3,66.74,0
[2022-11-22 08:55:07.957] ,51.2,19.3,66.74,0
[2022-11-22 08:55:08.961] ,51.2,19.3,66.74,0
[2022-11-22 08:55:09.970] ,51.2,19.3,66.74,0
[2022-11-22 08:55:10.968] ,51.2,19.3,66.74,0
[2022-11-22 08:55:11.975] ,51.2,19.3,66.74,0
[2022-11-22 08:55:12.980] ,51.2,19.3,66.74,0
[2022-11-22 08:55:13.986] ,51.2,19.3,66.74,0
[2022-11-22 08:55:14.990] ,51.2,19.3,66.74,0
[2022-11-22 08:55:15.998] ,51.2,19.3,66.74,0
[2022-11-22 08:55:17.001] ,51.2,19.3,66.74,0
[2022-11-22 08:55:18.009] ,51.2,19.3,66.74,0
[2022-11-22 08:55:19.013] ,51.2,19.3,66.74,0
[2022-11-22 08:55:20.021] ,51.2,19.3,66.74,0
[2022-11-22 08:55:21.019] ,51.2,19.3,66.74,0
[2022-11-22 08:55:22.031] ,51.2,19.3,66.74,0
[2022-11-22 08:55:23.031] ,51.2,19.3,66.74,0
[2022-11-22 08:55:24.038] ,51.2,19.3,66.74,0
[2022-11-22 08:55:25.041] ,51.2,19.3,66.74,0
[2022-11-22 08:55:26.049] ,51.2,19.3,66.74,0
[2022-11-22 08:55:27.052] ,51.2,19.3,66.74,0
[2022-11-22 08:55:28.060] ,51.2,19.3,66.74,0
[2022-11-22 08:55:29.064] ,51.2,19.3,66.74,0
[2022-11-22 08:55:30.071] ,51.2,19.3,66.74,0
[2022-11-22 08:55:31.074] ,51.2,19.3,66.74,0
[2022-11-22 08:55:32.082] ,51.2,19.3,66.74,0
[2022-11-22 08:55:33.082] ,51.2,19.3,66.74,0
[2022-11-22 08:55:34.094] ,51.2,19.3,66.74,0
[2022-11-22 08:55:35.093] ,51.2,19.3,66.74,0
[2022-11-22 08:55:36.100] ,51.2,19.3,66.74,0
[2022-11-22 08:55:37.104] ,51.2,19.3,66.74,0
[2022-11-22 08:55:38.111] ,51.2,19.3,66.74,0
[2022-11-22 08:55:39.115] ,51.2,19.3,66.74,0
[2022-11-22 08:55:40.122] ,51.2,19.3,66.74,0
[2022-11-22 08:55:41.127] ,51.2,19.3,66.74,0
[2022-11-22 08:55:42.134] ,51.2,19.3,66.74,0
[2022-11-22 08:55:43.137] ,51.2,19.3,66.74,0
[2022-11-22 08:55:44.144] ,51.2,19.3,66.74,0
[2022-11-22 08:55:45.145] ,51.2,19.3,66.74,0
[2022-11-22 08:55:46.156] ,51.2,19.3,66.74,0
[2022-11-22 08:55:47.155] ,51.2,19.3,66.74,0
[2022-11-22 08:55:48.163] ,51.2,19.3,66.74,0
[2022-11-22 08:55:49.167] ,51.2,19.3,66.74,0
[2022-11-22 08:55:50.174] ,51.2,19.3,66.74,0
[2022-11-22 08:55:51.178] ,51.2,19.3,66.74,0
[2022-11-22 08:55:52.185] ,51.2,19.3,66.74,0
[2022-11-22 08:55:53.189] ,51.2,19.3,66.74,0
[2022-11-22 08:55:54.197] ,51.2,19.3,66.74,0
[2022-11-22 08:55:55.195] ,51.2,19.3,66.74,0
[2022-11-22 08:55:56.207] ,51.2,19.3,66.74,0
[2022-11-22 08:55:57.206] ,51.2,19.3,66.74,0
[2022-11-22 08:55:58.214] ,51.2,19.3,66.74,0
[2022-11-22 08:55:59.218] ,51.2,19.3,66.74,0
[2022-11-22 08:56:00.225] ,51.2,19.3,66.74,0
[2022-11-22 08:56:01.229] ,51.2,19.3,66.74,0
[2022-11-22 08:56:02.237] ,51.2,19.3,66.74,0
[2022-11-22 08:56:03.240] ,51.2,19.3,66.74,0
[2022-11-22 08:56:04.248] ,51.2,19.3,66.74,0
[2022-11-22 08:56:05.250] ,51.2,19.3,66.74,0
[2022-11-22 08:56:06.258] ,51.2,19.3,66.74,0
[2022-11-22 08:56:07.258] ,51.2,19.3,66.74,0
[2022-11-22 08:56:08.271] ,51.2,19.3,66.74,0
[2022-11-22 08:56:09.271] ,51.2,19.3,66.74,0
[2022-11-22 08:56:10.277] ,51.2,19.3,66.74,0
[2022-11-22 08:56:11.280] ,51.2,19.3,66.74,0
[2022-11-22 08:56:12.288] ,51.2,19.3,66.74,0
[2022-11-22 08:56:13.291] ,51.2,19.3,66.74,0
[2022-11-22 08:56:14.300] ,51.2,19.3,66.74,0
[2022-11-22 08:56:15.303] ,51.2,19.3,66.74,0
[2022-11-22 08:56:16.310] ,51.2,19.3,66.74,0
[2022-11-22 08:56:17.314] ,51.2,19.3,66.74,0
[2022-11-22 08:56:18.321] ,51.2,19.3,66.74,0
[2022-11-22 08:56:19.322] ,51.2,19.3,66.74,0
[2022-11-22 08:56:20.332] ,51.2,19.3,66.74,0
[2022-11-22 08:56:21.332] ,51.2,19.3,66.74,0
[2022-11-22 08:56:22.339] ,51.2,19.3,66.74,0
[2022-11-22 08:56:23.343] ,51.2,19.3,66.74,0
[2022-11-22 08:56:24.350] ,51.2,19.3,66.74,0
[2022-11-22 08:56:25.354] ,51.2,19.3,66.74,0
[2022-11-22 08:56:26.361] ,51.2,19.3,66.74,0
[2022-11-22 08:56:27.365] ,51.2,19.3,66.74,0
[2022-11-22 08:56:28.372] ,51.2,19.3,66.74,0
[2022-11-22 08:56:29.372] ,51.2,19.3,66.74,0
[2022-11-22 08:56:30.383] ,51.2,19.3,66.74,0
[2022-11-22 08:56:31.383] ,51.2,19.3,66.74,0
[2022-11-22 08:56:32.390] ,51.2,19.3,66.74,0
[2022-11-22 08:56:33.394] ,51.2,19.3,66.74,0
[2022-11-22 08:56:34.402] ,51.2,19.3,66.74,0
[2022-11-22 08:56:35.406] ,51.2,19.3,66.74,0
[2022-11-22 08:56:36.412] ,51.2,19.3,66.74,0
[2022-11-22 08:56:37.416] ,51.2,19.3,66.74,0
[2022-11-22 08:56:38.424] ,51.2,19.3,66.74,0
[2022-11-22 08:56:39.427] ,51.2,19.3,66.74,0
[2022-11-22 08:56:40.435] ,51.2,19.3,66.74,0
[2022-11-22 08:56:41.434] ,51.2,19.3,66.74,0
[2022-11-22 08:56:42.447] ,51.2,19.3,66.74,0
[2022-11-22 08:56:43.447] ,51.2,19.3,66.74,0
[2022-11-22 08:56:44.453] ,51.2,19.3,66.74,0
[2022-11-22 08:56:45.456] ,51.2,19.3,66.74,0
[2022-11-22 08:56:46.464] ,51.2,19.3,66.74,0
[2022-11-22 08:56:47.468] ,51.2,19.3,66.74,0
[2022-11-22 08:56:48.475] ,51.2,19.3,66.74,0
[2022-11-22 08:56:49.479] ,51.2,19.3,66.74,0
[2022-11-22 08:56:50.486] ,51.2,19.3,66.74,0
[2022-11-22 08:56:51.491] ,51.2,19.3,66.74,0
[2022-11-22 08:56:52.498] ,51.2,19.3,66.74,0
[2022-11-22 08:56:53.497] ,51.2,19.3,66.74,0
[2022-11-22 08:56:54.506] ,51.2,19.3,66.74,0
[2022-11-22 08:56:55.509] ,51.2,19.3,66.74,0
[2022-11-22 08:56:56.515] ,51.2,19.3,66.74,0
[2022-11-22 08:56:57.519] ,51.2,19.3,66.74,0
[2022-11-22 08:56:58.527] ,51.2,19.3,66.74,0
[2022-11-22 08:56:59.531] ,51.2,19.3,66.74,0
[2022-11-22 08:57:00.539] ,51.2,19.3,66.74,0
[2022-11-22 08:57:01.541] ,51.2,19.3,66.74,0
[2022-11-22 08:57:02.549] ,51.2,19.3,66.74,0
[2022-11-22 08:57:03.548] ,51.2,19.3,66.74,0
[2022-11-22 08:57:04.560] ,51.2,19.3,66.74,0
[2022-11-22 08:57:05.559] ,51.2,19.3,66.74,0
[2022-11-22 08:57:06.567] ,51.2,19.3,66.74,0
[2022-11-22 08:57:07.570] ,51.2,19.3,66.74,0
[2022-11-22 08:57:08.578] ,51.2,19.3,66.74,0
[2022-11-22 08:57:09.582] ,51.2,19.3,66.74,0
[2022-11-22 08:57:10.590] ,51.2,19.3,66.74,0
[2022-11-22 08:57:11.593] ,51.2,19.3,66.74,0
[2022-11-22 08:57:12.600] ,51.2,19.3,66.74,0
[2022-11-22 08:57:13.600] ,51.2,19.3,66.74,0
[2022-11-22 08:57:14.607] ,51.2,19.3,66.74,0
[2022-11-22 08:57:15.612] ,51.2,19.3,66.74,0
[2022-11-22 08:57:16.621] ,51.2,19.3,66.74,0
[2022-11-22 08:57:17.622] ,51.2,19.3,66.74,0
[2022-11-22 08:57:18.630] ,51.2,19.3,66.74,0
[2022-11-22 08:57:19.633] ,51.2,19.3,66.74,0
[2022-11-22 08:57:20.641] ,51.2,19.3,66.74,0
[2022-11-22 08:57:21.640] ,51.2,19.3,66.74,0
[2022-11-22 08:57:22.649] ,51.2,19.3,66.74,0
[2022-11-22 08:57:23.651] ,51.2,19.3,66.74,0
[2022-11-22 08:57:24.659] ,51.2,19.3,66.74,0
[2022-11-22 08:57:25.663] ,51.2,19.3,66.74,0
[2022-11-22 08:57:26.670] ,51.2,19.3,66.74,0
[2022-11-22 08:57:27.674] ,51.2,19.3,66.74,0
[2022-11-22 08:57:28.681] ,51.2,19.3,66.74,0
[2022-11-22 08:57:29.680] ,51.2,19.3,66.74,0
[2022-11-22 08:57:30.689] ,51.2,19.3,66.74,0
[2022-11-22 08:57:31.692] ,51.2,19.3,66.74,0
[2022-11-22 08:57:32.699] ,51.2,19.3,66.74,0
[2022-11-22 08:57:33.703] ,51.2,19.3,66.74,0
[2022-11-22 08:57:34.710] ,51.2,19.3,66.74,0
[2022-11-22 08:57:35.714] ,51.2,19.3,66.74,0
[2022-11-22 08:57:36.721] ,51.2,19.3,66.74,0
[2022-11-22 08:57:37.720] ,51.2,19.3,66.74,0
[2022-11-22 08:57:38.728] ,51.2,19.3,66.74,0
[2022-11-22 08:57:39.731] ,51.2,19.3,66.74,0
[2022-11-22 08:57:40.740] ,51.2,19.3,66.74,0
[2022-11-22 08:57:41.743] ,51.2,19.3,66.74,0
[2022-11-22 08:57:42.751] ,51.2,19.3,66.74,0
[2022-11-22 08:57:43.754] ,51.2,19.3,66.74,0
[2022-11-22 08:57:44.761] ,51.2,19.3,66.74,0
[2022-11-22 08:57:45.765] ,51.2,19.3,66.74,0
[2022-11-22 08:57:46.773] ,51.2,19.3,66.74,0
[2022-11-22 08:57:47.772] ,51.2,19.3,66.74,0
[2022-11-22 08:57:48.784] ,51.2,19.3,66.74,0
[2022-11-22 08:57:49.783] ,51.2,19.3,66.74,0
[2022-11-22 08:57:50.791] ,51.2,19.3,66.74,0
[2022-11-22 08:57:51.794] ,51.2,19.3,66.74,0
[2022-11-22 08:57:52.802] ,51.2,19.3,66.74,0
[2022-11-22 08:57:53.807] ,51.2,19.3,66.74,0
[2022-11-22 08:57:54.813] ,51.2,19.3,66.74,0
[2022-11-22 08:57:55.817] ,51.2,19.3,66.74,0
[2022-11-22 08:57:56.824] ,51.2,19.3,66.74,0
[2022-11-22 08:57:57.824] ,51.2,19.3,66.74,0
[2022-11-22 08:57:58.835] ,51.2,19.3,66.74,0
[2022-11-22 08:57:59.835] ,51.2,19.3,66.74,0
[2022-11-22 08:58:00.846] ,51.2,19.3,66.74,0
[2022-11-22 08:58:01.846] ,51.2,19.3,66.74,0
[2022-11-22 08:58:02.853] ,51.2,19.3,66.74,0
[2022-11-22 08:58:03.857] ,51.2,19.3,66.74,0
[2022-11-22 08:58:04.864] ,51.2,19.3,66.74,0
[2022-11-22 08:58:05.867] ,51.2,19.3,66.74,0
[2022-11-22 08:58:06.876] ,51.2,19.3,66.74,0
[2022-11-22 08:58:07.879] ,51.2,19.3,66.74,0
[2022-11-22 08:58:08.886] ,51.2,19.3,66.74,0
[2022-11-22 08:58:09.886] ,51.2,19.3,66.74,0
[2022-11-22 08:58:10.898] ,51.2,19.3,66.74,0
[2022-11-22 08:58:11.896] ,51.2,19.3,66.74,0
[2022-11-22 08:58:12.905] ,51.2,19.3,66.74,0
[2022-11-22 08:58:13.909] ,51.2,19.3,66.74,0
[2022-11-22 08:58:14.915] ,51.2,19.3,66.74,0
[2022-11-22 08:58:15.918] ,51.2,19.3,66.74,0
[2022-11-22 08:58:16.926] ,51.2,19.3,66.74,0
[2022-11-22 08:58:17.929] ,51.2,19.3,66.74,0
[2022-11-22 08:58:18.937] ,51.2,19.3,66.74,0
[2022-11-22 08:58:19.941] ,51.2,19.3,66.74,0
[2022-11-22 08:58:20.948] ,51.2,19.3,66.74,0
[2022-11-22 08:58:21.948] ,51.2,19.3,66.74,0
[2022-11-22 08:58:22.959] ,51.2,19.3,66.74,0
[2022-11-22 08:58:23.958] ,51.2,19.3,66.74,0
[2022-11-22 08:58:24.966] ,51.2,19.3,66.74,0
