Date & Time,Humidity,Temperature,Fahrenheit,No of Occupant
[2022-11-23 13:33:29.830] ,52.9,20.1,68.18,40
[2022-11-23 13:33:30.832] ,52.9,20.1,68.18,40
[2022-11-23 13:33:31.839] ,52.9,20.1,68.18,40
[2022-11-23 13:33:32.844] ,52.9,20.1,68.18,40
[2022-11-23 13:33:33.851] ,53.3,20.1,68.18,40
[2022-11-23 13:33:34.855] ,53.3,20.1,68.18,40
[2022-11-23 13:33:35.862] ,53.7,20.1,68.18,40
[2022-11-23 13:33:36.866] ,53.7,20.1,68.18,40
[2022-11-23 13:33:37.873] ,53.7,20.1,68.18,40
[2022-11-23 13:33:38.876] ,53.7,20.1,68.18,40
[2022-11-23 13:33:39.884] ,53.5,20.1,68.18,40
[2022-11-23 13:33:40.884] ,53.5,20.1,68.18,40
[2022-11-23 13:33:41.895] ,53.5,20.1,68.18,40
[2022-11-23 13:33:42.894] ,53.5,20.1,68.18,40
[2022-11-23 13:33:43.902] ,52.9,20.1,68.18,40
[2022-11-23 13:33:44.905] ,52.9,20.1,68.18,40
[2022-11-23 13:33:45.913] ,52.1,20.1,68.18,40
[2022-11-23 13:33:46.917] ,52.1,20.1,68.18,40
[2022-11-23 13:33:47.924] ,51.6,20.1,68.18,40
[2022-11-23 13:33:48.927] ,51.6,20.1,68.18,40
[2022-11-23 13:33:49.935] ,50.8,20.1,68.18,40
[2022-11-23 13:33:50.938] ,50.8,20.1,68.18,40
[2022-11-23 13:33:51.945] ,50.6,20.1,68.18,40
[2022-11-23 13:33:52.945] ,50.6,20.1,68.18,40
[2022-11-23 13:33:53.957] ,50.1,20.1,68.18,40
[2022-11-23 13:33:54.957] ,50.1,20.1,68.18,40
[2022-11-23 13:33:55.964] ,50.1,20.1,68.18,40
[2022-11-23 13:33:56.967] ,50.1,20.1,68.18,40
[2022-11-23 13:33:57.975] ,50.1,20.1,68.18,40
[2022-11-23 13:33:58.980] ,50.1,20.1,68.18,40
[2022-11-23 13:33:59.986] ,50.3,20.1,68.18,40
[2022-11-23 13:34:00.989] ,50.3,20.1,68.18,40
[2022-11-23 13:34:01.997] ,50.5,20.1,68.18,40
[2022-11-23 13:34:03.001] ,50.5,20.1,68.18,40
[2022-11-23 13:34:04.008] ,50.5,20,68,40
[2022-11-23 13:34:05.007] ,50.5,20,68,40
[2022-11-23 13:34:06.020] ,50.3,20,68,40
[2022-11-23 13:34:07.018] ,50.3,20,68,40
[2022-11-23 13:34:08.026] ,50.2,20,68,40
[2022-11-23 13:34:09.030] ,50.2,20,68,40
[2022-11-23 13:34:10.037] ,50.4,20.1,68.18,40
[2022-11-23 13:34:11.041] ,50.4,20.1,68.18,40
[2022-11-23 13:34:12.047] ,50.7,20.1,68.18,40
[2022-11-23 13:34:13.051] ,50.7,20.1,68.18,40
[2022-11-23 13:34:14.059] ,51.2,20,68,40
[2022-11-23 13:34:15.062] ,51.2,20,68,40
[2022-11-23 13:34:16.070] ,51.5,20.1,68.18,40
[2022-11-23 13:34:17.069] ,51.5,20.1,68.18,40
[2022-11-23 13:34:18.082] ,51.5,20,68,40
[2022-11-23 13:34:19.080] ,51.5,20,68,40
[2022-11-23 13:34:20.088] ,51,20.1,68.18,40
[2022-11-23 13:34:21.091] ,51,20.1,68.18,40
[2022-11-23 13:34:22.099] ,50.5,20.1,68.18,40
[2022-11-23 13:34:23.103] ,50.5,20.1,68.18,40
[2022-11-23 13:34:24.111] ,50.3,20.1,68.18,40
[2022-11-23 13:34:25.116] ,50.3,20.1,68.18,40
[2022-11-23 13:34:26.125] ,50.7,20.1,68.18,40
[2022-11-23 13:34:27.129] ,50.7,20.1,68.18,40
[2022-11-23 13:34:28.138] ,51.1,20.1,68.18,40
[2022-11-23 13:34:29.139] ,51.1,20.1,68.18,40
[2022-11-23 13:34:30.151] ,50.8,20.1,68.18,40
[2022-11-23 13:34:31.153] ,50.8,20.1,68.18,40
[2022-11-23 13:34:32.161] ,50.3,20.1,68.18,40
[2022-11-23 13:34:33.165] ,50.3,20.1,68.18,40
[2022-11-23 13:34:34.173] ,50,20.1,68.18,40
[2022-11-23 13:34:35.178] ,50,20.1,68.18,40
[2022-11-23 13:34:36.186] ,49.7,20.1,68.18,40
[2022-11-23 13:34:37.192] ,49.7,20.1,68.18,40
[2022-11-23 13:34:38.200] ,49.4,20.1,68.18,40
[2022-11-23 13:34:39.207] ,49.4,20.1,68.18,40
[2022-11-23 13:34:40.214] ,49.3,20.1,68.18,40
[2022-11-23 13:34:41.213] ,49.3,20.1,68.18,40
[2022-11-23 13:34:42.227] ,49.2,20,68,40
[2022-11-23 13:34:43.227] ,49.2,20,68,40
[2022-11-23 13:34:44.235] ,49.1,20.1,68.18,40
[2022-11-23 13:34:45.240] ,49.1,20.1,68.18,40
[2022-11-23 13:34:46.249] ,49,20,68,40
[2022-11-23 13:34:47.254] ,49,20,68,40
[2022-11-23 13:34:48.262] ,49,20.1,68.18,40
[2022-11-23 13:34:49.265] ,49,20.1,68.18,40
[2022-11-23 13:34:50.275] ,48.9,20.1,68.18,40
[2022-11-23 13:34:51.275] ,48.9,20.1,68.18,40
[2022-11-23 13:34:52.289] ,49,20,68,40
[2022-11-23 13:34:53.288] ,49,20,68,40
[2022-11-23 13:34:54.297] ,49,20,68,40
[2022-11-23 13:34:55.302] ,49,20,68,40
[2022-11-23 13:34:56.310] ,49.1,20,68,40
[2022-11-23 13:34:57.315] ,49.1,20,68,40
[2022-11-23 13:34:58.323] ,49.1,20,68,40
[2022-11-23 13:34:59.328] ,49.1,20,68,40
[2022-11-23 13:35:00.337] ,49.1,20,68,40
[2022-11-23 13:35:01.342] ,49.1,20,68,40
[2022-11-23 13:35:02.350] ,49.2,20,68,40
[2022-11-23 13:35:03.351] ,49.2,20,68,40
[2022-11-23 13:35:04.364] ,49.2,20,68,40
[2022-11-23 13:35:05.364] ,49.2,20,68,40
[2022-11-23 13:35:06.372] ,49.2,20,68,40
[2022-11-23 13:35:07.377] ,49.2,20,68,40
[2022-11-23 13:35:08.386] ,49.2,20,68,40
[2022-11-23 13:35:09.390] ,49.2,20,68,40
[2022-11-23 13:35:10.399] ,49.2,20,68,40
[2022-11-23 13:35:11.403] ,49.2,20,68,40
[2022-11-23 13:35:12.412] ,49.2,20,68,40
[2022-11-23 13:35:13.413] ,49.2,20,68,40
[2022-11-23 13:35:14.425] ,49,20,68,40
[2022-11-23 13:35:15.425] ,49,20,68,40
[2022-11-23 13:35:16.435] ,49,20,68,40
[2022-11-23 13:35:17.439] ,49,20,68,40
[2022-11-23 13:35:18.448] ,48.9,20,68,40
[2022-11-23 13:35:19.452] ,48.9,20,68,40
[2022-11-23 13:35:20.462] ,48.9,20,68,40
[2022-11-23 13:35:21.466] ,48.9,20,68,40
[2022-11-23 13:35:22.475] ,48.8,20,68,40
[2022-11-23 13:35:23.474] ,48.8,20,68,40
[2022-11-23 13:35:24.487] ,48.8,20,68,40
[2022-11-23 13:35:25.488] ,48.8,20,68,40
[2022-11-23 13:35:26.501] ,48.8,20,68,40
[2022-11-23 13:35:27.501] ,48.8,20,68,40
[2022-11-23 13:35:28.510] ,48.8,20,68,40
[2022-11-23 13:35:29.515] ,48.8,20,68,40
[2022-11-23 13:35:30.524] ,48.8,20,68,40
[2022-11-23 13:35:31.528] ,48.8,20,68,40
[2022-11-23 13:35:32.536] ,48.8,20,68,40
[2022-11-23 13:35:33.541] ,48.8,20,68,40
[2022-11-23 13:35:34.549] ,48.8,20,68,40
[2022-11-23 13:35:35.553] ,48.8,20,68,40
[2022-11-23 13:35:36.562] ,48.8,20,68,40
[2022-11-23 13:35:37.567] ,48.8,20,68,40
[2022-11-23 13:35:38.576] ,48.8,20,68,40
[2022-11-23 13:35:39.576] ,48.8,20,68,40
[2022-11-23 13:35:40.589] ,48.8,20,68,40
[2022-11-23 13:35:41.589] ,48.8,20,68,40
[2022-11-23 13:35:42.598] ,48.8,20,68,40
[2022-11-23 13:35:43.602] ,48.8,20,68,40
[2022-11-23 13:35:44.611] ,48.8,19.9,67.82,40
[2022-11-23 13:35:45.616] ,48.8,19.9,67.82,40
[2022-11-23 13:35:46.624] ,48.9,19.9,67.82,40
[2022-11-23 13:35:47.629] ,48.9,19.9,67.82,40
[2022-11-23 13:35:48.637] ,48.9,19.9,67.82,40
[2022-11-23 13:35:49.642] ,48.9,19.9,67.82,40
[2022-11-23 13:35:50.651] ,49,19.9,67.82,40
[2022-11-23 13:35:51.655] ,49,19.9,67.82,40
[2022-11-23 13:35:52.664] ,49,19.9,67.82,40
[2022-11-23 13:35:53.664] ,49,19.9,67.82,40
[2022-11-23 13:35:54.676] ,49,19.9,67.82,40
[2022-11-23 13:35:55.678] ,49,19.9,67.82,40
[2022-11-23 13:35:56.686] ,49.1,19.9,67.82,40
[2022-11-23 13:35:57.691] ,49.1,19.9,67.82,40
[2022-11-23 13:35:58.699] ,49.1,19.9,67.82,40
[2022-11-23 13:35:59.704] ,49.1,19.9,67.82,40
[2022-11-23 13:36:00.713] ,49.1,19.9,67.82,40
[2022-11-23 13:36:01.717] ,49.1,19.9,67.82,40
[2022-11-23 13:36:02.726] ,49.1,19.9,67.82,40
[2022-11-23 13:36:03.730] ,49.1,19.9,67.82,40
[2022-11-23 13:36:04.740] ,49.1,19.9,67.82,40
[2022-11-23 13:36:05.745] ,49.1,19.9,67.82,40
[2022-11-23 13:36:06.752] ,49.1,19.8,67.64,40
[2022-11-23 13:36:07.753] ,49.1,19.8,67.64,40
[2022-11-23 13:36:08.765] ,49.1,19.8,67.64,40
[2022-11-23 13:36:09.766] ,49.1,19.8,67.64,40
[2022-11-23 13:36:10.775] ,49.1,19.8,67.64,40
[2022-11-23 13:36:11.780] ,49.1,19.8,67.64,40
[2022-11-23 13:36:12.788] ,49.1,19.8,67.64,40
[2022-11-23 13:36:13.793] ,49.1,19.8,67.64,40
[2022-11-23 13:36:14.802] ,49.2,19.8,67.64,40
[2022-11-23 13:36:15.805] ,49.2,19.8,67.64,40
[2022-11-23 13:36:16.814] ,49.2,19.8,67.64,40
[2022-11-23 13:36:17.819] ,49.2,19.8,67.64,40
[2022-11-23 13:36:18.827] ,49.2,19.8,67.64,40
[2022-11-23 13:36:19.828] ,49.2,19.8,67.64,40
[2022-11-23 13:36:20.841] ,49.2,19.8,67.64,40
[2022-11-23 13:36:21.841] ,49.2,19.8,67.64,40
[2022-11-23 13:36:22.854] ,49.2,19.7,67.46,40
[2022-11-23 13:36:23.854] ,49.2,19.7,67.46,40
[2022-11-23 13:36:24.863] ,49.2,19.7,67.46,40
[2022-11-23 13:36:25.868] ,49.2,19.7,67.46,40
[2022-11-23 13:36:26.876] ,49.2,19.7,67.46,40
[2022-11-23 13:36:27.881] ,49.2,19.7,67.46,40
[2022-11-23 13:36:28.889] ,49.1,19.7,67.46,40
[2022-11-23 13:36:29.894] ,49.1,19.7,67.46,40
[2022-11-23 13:36:30.902] ,49.1,19.7,67.46,40
[2022-11-23 13:36:31.907] ,49.1,19.7,67.46,40
[2022-11-23 13:36:32.915] ,49,19.7,67.46,40
[2022-11-23 13:36:33.916] ,49,19.7,67.46,40
[2022-11-23 13:36:34.929] ,49.1,19.7,67.46,40
[2022-11-23 13:36:35.929] ,49.1,19.7,67.46,40
[2022-11-23 13:36:36.942] ,49.1,19.7,67.46,40
[2022-11-23 13:36:37.942] ,49.1,19.7,67.46,40
[2022-11-23 13:36:38.951] ,49.1,19.7,67.46,40
[2022-11-23 13:36:39.955] ,49.1,19.7,67.46,40
[2022-11-23 13:36:40.964] ,49.1,19.7,67.46,40
[2022-11-23 13:36:41.969] ,49.1,19.7,67.46,40
[2022-11-23 13:36:42.977] ,49.1,19.7,67.46,40
[2022-11-23 13:36:43.982] ,49.1,19.7,67.46,40
[2022-11-23 13:36:44.991] ,49.1,19.7,67.46,40
[2022-11-23 13:36:45.995] ,49.1,19.7,67.46,40
[2022-11-23 13:36:47.004] ,49.1,19.7,67.46,40
[2022-11-23 13:36:48.005] ,49.1,19.7,67.46,40
[2022-11-23 13:36:49.017] ,49,19.7,67.46,40
[2022-11-23 13:36:50.018] ,49,19.7,67.46,40
[2022-11-23 13:36:51.026] ,49,19.7,67.46,40
[2022-11-23 13:36:52.031] ,49,19.7,67.46,40
[2022-11-23 13:36:53.040] ,49,19.7,67.46,40
[2022-11-23 13:36:54.044] ,49,19.7,67.46,40
[2022-11-23 13:36:55.053] ,49,19.7,67.46,40
[2022-11-23 13:36:56.057] ,49,19.7,67.46,40
[2022-11-23 13:36:57.066] ,49.1,19.7,67.46,40
[2022-11-23 13:36:58.070] ,49.1,19.7,67.46,40
[2022-11-23 13:36:59.079] ,49.1,19.7,67.46,40
[2022-11-23 13:37:00.084] ,49.1,19.7,67.46,40
[2022-11-23 13:37:01.092] ,49.1,19.7,67.46,40
[2022-11-23 13:37:02.093] ,49.1,19.7,67.46,40
[2022-11-23 13:37:03.106] ,49,19.7,67.46,40
[2022-11-23 13:37:04.106] ,49,19.7,67.46,40
[2022-11-23 13:37:05.114] ,49,19.7,67.46,40
[2022-11-23 13:37:06.119] ,49,19.7,67.46,40
[2022-11-23 13:37:07.128] ,48.9,19.6,67.28,40
[2022-11-23 13:37:08.132] ,48.9,19.6,67.28,40
[2022-11-23 13:37:09.141] ,48.8,19.6,67.28,40
[2022-11-23 13:37:10.147] ,48.8,19.6,67.28,40
[2022-11-23 13:37:11.154] ,48.8,19.6,67.28,40
[2022-11-23 13:37:12.154] ,48.8,19.6,67.28,40
[2022-11-23 13:37:13.168] ,48.8,19.6,67.28,40
[2022-11-23 13:37:14.167] ,48.8,19.6,67.28,40
[2022-11-23 13:37:15.176] ,48.8,19.6,67.28,40
[2022-11-23 13:37:16.181] ,48.8,19.6,67.28,40
[2022-11-23 13:37:17.190] ,48.8,19.5,67.1,40
[2022-11-23 13:37:18.194] ,48.8,19.5,67.1,40
[2022-11-23 13:37:19.203] ,48.8,19.5,67.1,40
[2022-11-23 13:37:20.207] ,48.8,19.5,67.1,40
[2022-11-23 13:37:21.216] ,48.8,19.5,67.1,40
[2022-11-23 13:37:22.220] ,48.8,19.5,67.1,40
[2022-11-23 13:37:23.229] ,48.8,19.5,67.1,40
[2022-11-23 13:37:24.234] ,48.8,19.5,67.1,40
[2022-11-23 13:37:25.242] ,48.8,19.5,67.1,40
[2022-11-23 13:37:26.244] ,48.8,19.5,67.1,40
[2022-11-23 13:37:27.255] ,48.8,19.5,67.1,40
[2022-11-23 13:37:28.257] ,48.8,19.5,67.1,40
[2022-11-23 13:37:29.269] ,48.9,19.5,67.1,40
[2022-11-23 13:37:30.269] ,48.9,19.5,67.1,40
[2022-11-23 13:37:31.278] ,48.9,19.5,67.1,40
[2022-11-23 13:37:32.282] ,48.9,19.5,67.1,40
[2022-11-23 13:37:33.291] ,48.9,19.5,67.1,40
[2022-11-23 13:37:34.296] ,48.9,19.5,67.1,40
[2022-11-23 13:37:35.305] ,48.9,19.5,67.1,40
[2022-11-23 13:37:36.309] ,48.9,19.5,67.1,40
[2022-11-23 13:37:37.317] ,49,19.5,67.1,40
[2022-11-23 13:37:38.322] ,49,19.5,67.1,40
[2022-11-23 13:37:39.331] ,49,19.5,67.1,40
[2022-11-23 13:37:40.335] ,49,19.5,67.1,40
[2022-11-23 13:37:41.344] ,49,19.4,66.92,40
[2022-11-23 13:37:42.346] ,49,19.4,66.92,40
[2022-11-23 13:37:43.357] ,49.1,19.4,66.92,40
[2022-11-23 13:37:44.357] ,49.1,19.4,66.92,40
[2022-11-23 13:37:45.366] ,49.1,19.4,66.92,40
[2022-11-23 13:37:46.371] ,49.1,19.4,66.92,40
[2022-11-23 13:37:47.379] ,49.1,19.4,66.92,40
[2022-11-23 13:37:48.384] ,49.1,19.4,66.92,40
[2022-11-23 13:37:49.392] ,49.2,19.4,66.92,40
[2022-11-23 13:37:50.397] ,49.2,19.4,66.92,40
[2022-11-23 13:37:51.406] ,49.2,19.4,66.92,40
[2022-11-23 13:37:52.406] ,49.2,19.4,66.92,40
[2022-11-23 13:37:53.419] ,49.2,19.4,66.92,40
[2022-11-23 13:37:54.420] ,49.2,19.4,66.92,40
[2022-11-23 13:37:55.428] ,49.2,19.4,66.92,40
[2022-11-23 13:37:56.432] ,49.2,19.4,66.92,40
[2022-11-23 13:37:57.442] ,49.2,19.4,66.92,40
[2022-11-23 13:37:58.446] ,49.2,19.4,66.92,40
[2022-11-23 13:37:59.454] ,49.2,19.4,66.92,40
[2022-11-23 13:38:00.459] ,49.2,19.4,66.92,40
[2022-11-23 13:38:01.468] ,49.3,19.4,66.92,40
[2022-11-23 13:38:02.468] ,49.3,19.4,66.92,40
[2022-11-23 13:38:03.481] ,49.4,19.4,66.92,40
[2022-11-23 13:38:04.481] ,49.4,19.4,66.92,40
[2022-11-23 13:38:05.490] ,49.4,19.3,66.74,40
[2022-11-23 13:38:06.495] ,49.4,19.3,66.74,40
[2022-11-23 13:38:07.503] ,49.4,19.3,66.74,40
[2022-11-23 13:38:08.508] ,49.4,19.3,66.74,40
[2022-11-23 13:38:09.516] ,49.4,19.3,66.74,40
[2022-11-23 13:38:10.521] ,49.4,19.3,66.74,40
[2022-11-23 13:38:11.530] ,49.4,19.3,66.74,40
[2022-11-23 13:38:12.534] ,49.4,19.3,66.74,40
[2022-11-23 13:38:13.542] ,49.4,19.3,66.74,40
[2022-11-23 13:38:14.543] ,49.4,19.3,66.74,40
[2022-11-23 13:38:15.552] ,49.4,19.3,66.74,40
[2022-11-23 13:38:16.556] ,49.4,19.3,66.74,40
[2022-11-23 13:38:17.565] ,49.4,19.3,66.74,40
[2022-11-23 13:38:18.570] ,49.4,19.3,66.74,40
[2022-11-23 13:38:19.578] ,49.4,19.3,66.74,40
[2022-11-23 13:38:20.583] ,49.4,19.3,66.74,40
[2022-11-23 13:38:21.591] ,49.4,19.3,66.74,40
[2022-11-23 13:38:22.596] ,49.4,19.3,66.74,40
[2022-11-23 13:38:23.605] ,49.5,19.3,66.74,40
[2022-11-23 13:38:24.605] ,49.5,19.3,66.74,40
[2022-11-23 13:38:25.618] ,49.5,19.3,66.74,40
[2022-11-23 13:38:26.619] ,49.5,19.3,66.74,40
[2022-11-23 13:38:27.627] ,49.6,19.3,66.74,40
[2022-11-23 13:38:28.631] ,49.6,19.3,66.74,40
[2022-11-23 13:38:29.640] ,49.6,19.3,66.74,40
[2022-11-23 13:38:30.645] ,49.6,19.3,66.74,40
[2022-11-23 13:38:31.653] ,49.6,19.3,66.74,40
[2022-11-23 13:38:32.658] ,49.6,19.3,66.74,40
[2022-11-23 13:38:33.667] ,49.7,19.3,66.74,40
[2022-11-23 13:38:34.667] ,49.7,19.3,66.74,40
[2022-11-23 13:38:35.680] ,49.8,19.3,66.74,40
[2022-11-23 13:38:36.680] ,49.8,19.3,66.74,40
[2022-11-23 13:38:37.689] ,49.8,19.3,66.74,40
[2022-11-23 13:38:38.693] ,49.8,19.3,66.74,40
[2022-11-23 13:38:39.702] ,49.9,19.3,66.74,40
[2022-11-23 13:38:40.707] ,49.9,19.3,66.74,40
[2022-11-23 13:38:41.715] ,50,19.3,66.74,40
[2022-11-23 13:38:42.720] ,50,19.3,66.74,40
[2022-11-23 13:38:43.728] ,50,19.3,66.74,40
[2022-11-23 13:38:44.729] ,50,19.3,66.74,40
[2022-11-23 13:38:45.742] ,50,19.3,66.74,40
[2022-11-23 13:38:46.742] ,50,19.3,66.74,40
[2022-11-23 13:38:47.751] ,50,19.3,66.74,40
[2022-11-23 13:38:48.755] ,50,19.3,66.74,40
[2022-11-23 13:38:49.764] ,49.9,19.3,66.74,40
[2022-11-23 13:38:50.768] ,49.9,19.3,66.74,40
[2022-11-23 13:38:51.778] ,49.9,19.3,66.74,40
[2022-11-23 13:38:52.782] ,49.9,19.3,66.74,40
[2022-11-23 13:38:53.790] ,49.8,19.3,66.74,40
[2022-11-23 13:38:54.791] ,49.8,19.3,66.74,40
[2022-11-23 13:38:55.804] ,49.7,19.3,66.74,40
[2022-11-23 13:38:56.804] ,49.7,19.3,66.74,40
[2022-11-23 13:38:57.813] ,49.7,19.3,66.74,40
[2022-11-23 13:38:58.817] ,49.7,19.3,66.74,40
[2022-11-23 13:38:59.826] ,49.7,19.3,66.74,40
[2022-11-23 13:39:00.831] ,49.7,19.3,66.74,40
[2022-11-23 13:39:01.839] ,49.7,19.3,66.74,40
[2022-11-23 13:39:02.844] ,49.7,19.3,66.74,40
[2022-11-23 13:39:03.852] ,49.7,19.3,66.74,40
[2022-11-23 13:39:04.852] ,49.7,19.3,66.74,40
[2022-11-23 13:39:05.865] ,49.7,19.3,66.74,40
[2022-11-23 13:39:06.866] ,49.7,19.3,66.74,40
[2022-11-23 13:39:07.874] ,49.7,19.3,66.74,40
[2022-11-23 13:39:08.879] ,49.7,19.3,66.74,40
[2022-11-23 13:39:09.888] ,49.7,19.3,66.74,40
[2022-11-23 13:39:10.892] ,49.7,19.3,66.74,40
[2022-11-23 13:39:11.902] ,49.7,19.3,66.74,40
[2022-11-23 13:39:12.906] ,49.7,19.3,66.74,40
[2022-11-23 13:39:13.914] ,49.7,19.3,66.74,40
[2022-11-23 13:39:14.914] ,49.7,19.3,66.74,40
[2022-11-23 13:39:15.927] ,49.7,19.3,66.74,40
[2022-11-23 13:39:16.928] ,49.7,19.3,66.74,40
[2022-11-23 13:39:17.936] ,49.7,19.3,66.74,40
[2022-11-23 13:39:18.941] ,49.7,19.3,66.74,40
[2022-11-23 13:39:19.950] ,49.7,19.3,66.74,40
[2022-11-23 13:39:20.954] ,49.7,19.3,66.74,40
[2022-11-23 13:39:21.963] ,49.7,19.3,66.74,40
[2022-11-23 13:39:22.967] ,49.7,19.3,66.74,40
[2022-11-23 13:39:23.975] ,49.8,19.2,66.56,40
[2022-11-23 13:39:24.974] ,49.8,19.2,66.56,40
[2022-11-23 13:39:25.986] ,49.9,19.2,66.56,40
[2022-11-23 13:39:26.985] ,49.9,19.2,66.56,40
[2022-11-23 13:39:27.993] ,50,19.3,66.74,40
[2022-11-23 13:39:28.996] ,50,19.3,66.74,40
[2022-11-23 13:39:30.004] ,50,19.3,66.74,40
[2022-11-23 13:39:31.007] ,50,19.3,66.74,40
[2022-11-23 13:39:32.015] ,50,19.3,66.74,40
[2022-11-23 13:39:33.018] ,50,19.3,66.74,40
[2022-11-23 13:39:34.026] ,50,19.3,66.74,40
[2022-11-23 13:39:35.025] ,50,19.3,66.74,40
[2022-11-23 13:39:36.037] ,50,19.3,66.74,40
[2022-11-23 13:39:37.036] ,50,19.3,66.74,40
[2022-11-23 13:39:38.043] ,50,19.3,66.74,40
[2022-11-23 13:39:39.047] ,50,19.3,66.74,40
[2022-11-23 13:39:40.055] ,50,19.2,66.56,40
[2022-11-23 13:39:41.058] ,50,19.2,66.56,40
[2022-11-23 13:39:42.066] ,50,19.3,66.74,40
[2022-11-23 13:39:43.069] ,50,19.3,66.74,40
[2022-11-23 13:39:44.077] ,50,19.3,66.74,40
[2022-11-23 13:39:45.076] ,50,19.3,66.74,40
[2022-11-23 13:39:46.088] ,50,19.3,66.74,40
[2022-11-23 13:39:47.087] ,50,19.3,66.74,40
[2022-11-23 13:39:48.094] ,50,19.3,66.74,40
[2022-11-23 13:39:49.098] ,50,19.3,66.74,40
[2022-11-23 13:39:50.106] ,50,19.3,66.74,40
[2022-11-23 13:39:51.109] ,50,19.3,66.74,40
[2022-11-23 13:39:52.117] ,50,19.3,66.74,40
[2022-11-23 13:39:53.120] ,50,19.3,66.74,40
[2022-11-23 13:39:54.127] ,49.9,19.3,66.74,40
[2022-11-23 13:39:55.127] ,49.9,19.3,66.74,40
[2022-11-23 13:39:56.139] ,49.8,19.3,66.74,40
[2022-11-23 13:39:57.138] ,49.8,19.3,66.74,40
[2022-11-23 13:39:58.145] ,49.7,19.3,66.74,40
[2022-11-23 13:39:59.149] ,49.7,19.3,66.74,40
[2022-11-23 13:40:00.158] ,49.7,19.3,66.74,40
[2022-11-23 13:40:01.160] ,49.7,19.3,66.74,40
[2022-11-23 13:40:02.168] ,49.6,19.3,66.74,40
[2022-11-23 13:40:03.171] ,49.6,19.3,66.74,40
[2022-11-23 13:40:04.179] ,49.6,19.3,66.74,40
[2022-11-23 13:40:05.178] ,49.6,19.3,66.74,40
[2022-11-23 13:40:06.189] ,49.6,19.3,66.74,40
[2022-11-23 13:40:07.189] ,49.6,19.3,66.74,40
[2022-11-23 13:40:08.197] ,49.5,19.3,66.74,40
[2022-11-23 13:40:09.200] ,49.5,19.3,66.74,40
[2022-11-23 13:40:10.208] ,49.5,19.3,66.74,40
[2022-11-23 13:40:11.211] ,49.5,19.3,66.74,40
[2022-11-23 13:40:12.220] ,49.5,19.3,66.74,40
[2022-11-23 13:40:13.222] ,49.5,19.3,66.74,40
[2022-11-23 13:40:14.230] ,49.5,19.3,66.74,40
[2022-11-23 13:40:15.229] ,49.5,19.3,66.74,40
[2022-11-23 13:40:16.241] ,49.4,19.3,66.74,40
[2022-11-23 13:40:17.240] ,49.4,19.3,66.74,40
[2022-11-23 13:40:18.248] ,49.4,19.3,66.74,40
[2022-11-23 13:40:19.251] ,49.4,19.3,66.74,40
[2022-11-23 13:40:20.259] ,49.4,19.3,66.74,40
[2022-11-23 13:40:21.262] ,49.4,19.3,66.74,40
[2022-11-23 13:40:22.270] ,49.4,19.3,66.74,40
[2022-11-23 13:40:23.273] ,49.4,19.3,66.74,40
[2022-11-23 13:40:24.281] ,49.4,19.3,66.74,40
[2022-11-23 13:40:25.280] ,49.4,19.3,66.74,40
[2022-11-23 13:40:26.292] ,49.4,19.3,66.74,40
[2022-11-23 13:40:27.290] ,49.4,19.3,66.74,40
[2022-11-23 13:40:28.299] ,49.4,19.3,66.74,40
[2022-11-23 13:40:29.302] ,49.4,19.3,66.74,40
[2022-11-23 13:40:30.309] ,49.4,19.4,66.92,40
[2022-11-23 13:40:31.313] ,49.4,19.4,66.92,40
[2022-11-23 13:40:32.321] ,49.4,19.3,66.74,40
[2022-11-23 13:40:33.323] ,49.4,19.3,66.74,40
[2022-11-23 13:40:34.331] ,49.4,19.3,66.74,40
[2022-11-23 13:40:35.331] ,49.4,19.3,66.74,40
[2022-11-23 13:40:36.338] ,49.4,19.4,66.92,40
[2022-11-23 13:40:37.342] ,49.4,19.4,66.92,40
[2022-11-23 13:40:38.349] ,49.4,19.3,66.74,40
[2022-11-23 13:40:39.354] ,49.4,19.3,66.74,40
[2022-11-23 13:40:40.361] ,49.3,19.3,66.74,40
[2022-11-23 13:40:41.363] ,49.3,19.3,66.74,40
[2022-11-23 13:40:42.372] ,49.2,19.4,66.92,40
[2022-11-23 13:40:43.374] ,49.2,19.4,66.92,40
[2022-11-23 13:40:44.383] ,49.2,19.3,66.74,40
[2022-11-23 13:40:45.382] ,49.2,19.3,66.74,40
[2022-11-23 13:40:46.389] ,49.3,19.3,66.74,40
[2022-11-23 13:40:47.393] ,49.3,19.3,66.74,40
[2022-11-23 13:40:48.400] ,49.3,19.4,66.92,40
[2022-11-23 13:40:49.403] ,49.3,19.4,66.92,40
[2022-11-23 13:40:50.412] ,49.3,19.3,66.74,40
[2022-11-23 13:40:51.415] ,49.3,19.3,66.74,40
[2022-11-23 13:40:52.422] ,49.2,19.3,66.74,40
[2022-11-23 13:40:53.426] ,49.2,19.3,66.74,40
[2022-11-23 13:40:54.433] ,49.2,19.3,66.74,40
[2022-11-23 13:40:55.433] ,49.2,19.3,66.74,40
[2022-11-23 13:40:56.445] ,49.2,19.3,66.74,40
[2022-11-23 13:40:57.443] ,49.2,19.3,66.74,40
[2022-11-23 13:40:58.451] ,49.2,19.3,66.74,40
[2022-11-23 13:40:59.455] ,49.2,19.3,66.74,40
[2022-11-23 13:41:00.462] ,49.3,19.3,66.74,40
